House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
10,Aethelstan Drive,Charlie,Fitzgerald,36,Husband,Married,Male,"Designer, exhibition/display",None,Christian
10,Aethelstan Drive,Paula,Fitzgerald,15,Daughter,NA,Female,Student,None,No Religion
11,Aethelstan Drive,Maria,Thompson,36,Head,Married,Female,Unemployed,None,No Religion
11,Aethelstan Drive,Gerald,Thompson,35,Husband,Married,Male,Animal nutritionist,None,No Religion
11,Aethelstan Drive,Sophie,Thompson,17,Daughter,NA,Female,Student,None,No Religion
12,Aethelstan Drive,Danielle,Taylor,38,Head,Divorced,Female,Youth worker,None,Christian
12,Aethelstan Drive,Stephanie,Taylor,11,Daughter,NA,Female,Student,None,NA
12,Aethelstan Drive,Carl,Taylor,9,Son,NA,Male,Student,None,NA
12,Aethelstan Drive,Jean,Taylor,8,Daughter,NA,Female,Student,None,NA
13,Aethelstan Drive,Mohammad,Perkins,71,Head,Widowed,Male,"Retired Engineer, water",None,Christian
14,Aethelstan Drive,Marian,Palmer,53,Head,Married,Female,"Production assistant, radio",None,Christian
14,Aethelstan Drive,Shaun,Palmer,55,Husband,Married,Male,Automotive engineer,None,Christian
14,Aethelstan Drive,Helen,Palmer,24,Daughter,Single,Female,Medical secretary,None,Christian
14,Aethelstan Drive,Anne,Schofield-Palmer,24,Daughter,Single,Female,Intelligence analyst,None,Christian
15,Aethelstan Drive,Kathryn,Chapman,48,Head,Single,Female,Television camera operator,None,No Religion
15,Aethelstan Drive,Stewart,Rose,52,Partner,Single,Male,"Pilot, airline",None,No Religion
16,Aethelstan Drive,Julie,Brookes,27,Head,Single,Female,Product/process development scientist,None,No Religion
16,Aethelstan Drive,Andrew,Brookes,7,Son,NA,Male,Student,None,NA
17,Aethelstan Drive,Richard,Ingram,29,Head,Single,Male,Unemployed,None,No Religion
17,Aethelstan Drive,Connor,Swift,22,None,Single,Male,University Student,None,Christian
17,Aethelstan Drive,Julia,Morris,23,None,Single,Female,Pathologist,None,Christian
17,Aethelstan Drive,Ruth,Rice,28,None,Single,Female,Museum education officer,None,Christian
18,Aethelstan Drive,Maureen,Stewart,46,Head,Married,Female,Professor Emeritus,None,No Religion
18,Aethelstan Drive,Martyn,Stewart,51,Husband,Married,Male,"Investment banker, operational",None,No Religion
18,Aethelstan Drive,Pauline,Stewart,19,Daughter,Single,Female,University Student,None,No Religion
18,Aethelstan Drive,Ben,Stewart,16,Son,NA,Male,Student,None,No Religion
19,Aethelstan Drive,Damian,Hayes,83,Head,Widowed,Male,Retired Risk manager,None,Christian
20,Aethelstan Drive,Joyce,Howells,45,Head,Single,Female,Unemployed,None,Christian
20,Aethelstan Drive,Joe,Howells,17,Son,NA,Male,Student,None,NA
20,Aethelstan Drive,Caroline,Howells,13,Daughter,NA,Female,Student,None,NA
20,Aethelstan Drive,Kathryn,Howells,10,Daughter,NA,Female,Student,None,NA
21,Aethelstan Drive,Lee,Grant,34,Head,Married,Male,Podiatrist,None,Christian
21,Aethelstan Drive,Geraldine,Grant,32,Wife,Married,Female,"Engineer, civil (consulting)",None,Christian
21,Aethelstan Drive,Gareth,Grant,3,Son,NA,Male,Child,None,Christian
22,Aethelstan Drive,Jacqueline,Clarke,24,Head,Single,Female,Unemployed,None,Christian
22,Aethelstan Drive,Francis,Smith,27,Partner,Single,Male,Nature conservation officer,None,Christian
22,Aethelstan Drive,Maureen,Clarke,2,Daughter,NA,Female,Child,None,Christian
22,Aethelstan Drive,Alexandra,Brown,50,Lodger,Single,Female,Physiotherapist,None,No Religion
23,Aethelstan Drive,Clifford,Harrison,61,Head,Single,Male,Television camera operator,None,Christian
24,Aethelstan Drive,Alex,Walsh,73,Head,Widowed,Male,Retired Event organiser,None,Christian
25,Aethelstan Drive,Gordon,Holmes,55,Head,Single,Male,Charity officer,None,Christian
25,Aethelstan Drive,Christopher,Carroll,38,None,Single,Male,Marketing executive,None,Christian
25,Aethelstan Drive,Naomi,Dickinson,36,None,Single,Female,"Engineer, drilling",None,Christian
25,Aethelstan Drive,Dawn,Burton,54,None,Single,Female,TEFL teacher,None,Christian
25,Aethelstan Drive,Allan,Sheppard,50,None,Single,Male,Waste management officer,Physical Disability,Christian
26,Aethelstan Drive,Annette,Long,68,Head,Divorced,Female,Unemployed,None,No Religion
26,Aethelstan Drive,Harriet,Long,42,Daughter,Divorced,Female,"Engineer, electrical",None,No Religion
27,Aethelstan Drive,Sandra,Parker,55,Head,Married,Female,Recruitment consultant,None,Christian
27,Aethelstan Drive,Graeme,Parker,57,Husband,Married,Male,Furniture designer,None,Christian
27,Aethelstan Drive,Frederick,Parker,24,Son,Divorced,Male,"Engineer, building services",None,No Religion
27,Aethelstan Drive,Daniel,Parker,21,Son,Divorced,Male,University Student,None,Christian
27,Aethelstan Drive,Margaret,Parker,17,Daughter,NA,Female,Student,None,NA
28,Aethelstan Drive,Louise,Browne,31,Head,Married,Female,Pathologist,None,Muslim
28,Aethelstan Drive,Leon,Browne,39,Husband,Married,Male,Magazine journalist,None,No Religion
28,Aethelstan Drive,Marilyn,Browne,11,Daughter,NA,Female,Student,None,No Religion
28,Aethelstan Drive,Joel,Browne,5,Son,NA,Male,Student,None,Muslim
29,Aethelstan Drive,Kathleen,Porter,36,Head,Single,Female,Recycling officer,None,Christian
29,Aethelstan Drive,Jay,Vincent,23,None,Single,Male,Illustrator,None,No Religion
29,Aethelstan Drive,Declan,Taylor,22,None,Single,Male,University Student,None,No Religion
29,Aethelstan Drive,Louise,Young,18,None,Single,Female,Student,None,
30,Aethelstan Drive,Joanna,Bibi,35,Head,Married,Female,Medical laboratory scientific officer,None,No Religion
30,Aethelstan Drive,Christian,Bibi,41,Husband,Married,Male,"Scientist, forensic",None,No Religion
30,Aethelstan Drive,Brandon,Bibi,11,Son,NA,Male,Student,None,No Religion
30,Aethelstan Drive,Nigel,Bibi,5,Son,NA,Male,Student,None,No Religion
30,Aethelstan Drive,Ben,Bibi,4,Son,NA,Male,Child,None,No Religion
30,Aethelstan Drive,Joshua,Bibi,3,Son,NA,Male,Child,None,No Religion
30,Aethelstan Drive,Joan,Mitchell,0,Daughter,NA,Female,Child,None,No Religion
31,Aethelstan Drive,David,Burton,54,Head,Single,Male,Forensic psychologist,None,No Religion
31,Aethelstan Drive,Donna,Palmer,55,Partner,Single,Female,Commercial art gallery manager,None,No Religion
32,Aethelstan Drive,Ann,Preston,49,Head,Widowed,Female,Unemployed,None,Christian
32,Aethelstan Drive,Leah,Preston,20,Daughter,Divorced,Female,University Student,None,Christian
32,Aethelstan Drive,Rosie,Preston,16,Daughter,NA,Female,Student,None,NA
32,Aethelstan Drive,Bradley,Preston,7,Son,NA,Male,Student,None,NA
33,Aethelstan Drive,Beverley,Allen,58,Head,Married,Female,"Engineer, energy",None,Christian
33,Aethelstan Drive,Dale,Allen,66,Husband,Married,Male,Unemployed,None,No Religion
34,Aethelstan Drive,Frances,Slater,64,Head,Single,Female,Unemployed,None,No Religion
34,Aethelstan Drive,Alan,Slater,25,Son,Divorced,Male,Quality manager,None,No Religion
34,Aethelstan Drive,Max,Slater,23,Son,Single,Male,Chief Strategy Officer,None,No Religion
35,Aethelstan Drive,Ruth,Davies,65,Head,Married,Female,"Journalist, magazine",None,Christian
35,Aethelstan Drive,Marcus,Davies,67,Husband,Married,Male,"Production assistant, television",None,Christian
35,Aethelstan Drive,Darren,Davies,37,Adopted Son,Divorced,Male,Town planner,None,Christian
35,Aethelstan Drive,Bruce,Davies,34,Son,Single,Male,"Teacher, early years/pre",None,Christian
35,Aethelstan Drive,Martin,Goddard,34,Son,Single,Male,Teaching laboratory technician,None,Christian
36,Aethelstan Drive,Douglas,White,40,Head,Single,Male,Forensic psychologist,None,No Religion
36,Aethelstan Drive,Dominic,Wilson,39,Partner,Single,Male,"Optician, dispensing",None,No Religion
36,Aethelstan Drive,Leigh,White,6,Son,NA,Male,Student,None,No Religion
36,Aethelstan Drive,Jean,White,2,Daughter,NA,Female,Child,None,No Religion
36,Aethelstan Drive,Rita,White,0,Daughter,NA,Female,Child,None,No Religion
36,Aethelstan Drive,Beverley,Stokes,26,Lodger,Divorced,Female,PhD Student,None,Christian
37,Aethelstan Drive,Jacqueline,Graham,44,Head,Divorced,Female,Unemployed,None,Christian
37,Aethelstan Drive,Lisa,Graham,13,Daughter,NA,Female,Student,None,NA
38,Aethelstan Drive,Bethany,Evans,77,Head,Widowed,Female,"Retired Designer, industrial/product",None,Christian
38,Aethelstan Drive,Sean,Evans,38,Son,Single,Male,Forensic psychologist,None,No Religion
38,Aethelstan Drive,Gillian,Evans,30,Daughter,Divorced,Female,Waste management officer,None,No Religion
38,Aethelstan Drive,Marion,Evans,28,Daughter,Divorced,Female,Publishing rights manager,None,No Religion
39,Aethelstan Drive,Iain,Jones,31,Head,Divorced,Male,Photographer,None,Christian
39,Aethelstan Drive,Dominic,Watson,48,Cousin,Divorced,Male,Academic librarian,None,Christian
39,Aethelstan Drive,Raymond,Watson,31,Cousin,Single,Male,"Psychologist, sport and exercise",None,Christian
39,Aethelstan Drive,Charlotte,Watson,39,Cousin,Single,Female,Location manager,None,Christian
40,Aethelstan Drive,Joanna,O'Sullivan-Hussain,73,Head,Married,Female,Retired Politician's assistant,None,No Religion
40,Aethelstan Drive,Malcolm,,80,Husband,Married,Male,Retired Medical physicist,None,No Religion
41,Aethelstan Drive,Jenna,Robinson,48,Head,Married,Female,Unemployed,None,No Religion
41,Aethelstan Drive,Mohammed,Robinson,50,Husband,Married,Male,"Nurse, mental health",None,No Religion
41,Aethelstan Drive,Alison,Robinson,23,Daughter,Single,Female,"Engineer, biomedical",None,No Religion
41,Aethelstan Drive,Julie,Robinson,22,Daughter,Single,Female,University Student,None,No Religion
42,Aethelstan Drive,Tony,Cox,46,Head,Single,Male,"Restaurant manager, fast food",None,No Religion
43,Aethelstan Drive,Christine,Doyle,58,Head,Married,Female,Meteorologist,None,No Religion
43,Aethelstan Drive,Joe,Doyle,58,Husband,Married,Male,Medical physicist,None,No Religion
43,Aethelstan Drive,Martin,Doyle,24,Son,Single,Male,Actor,None,No Religion
43,Aethelstan Drive,Stephanie,Doyle,0,Daughter,NA,Female,Child,None,No Religion
44,Aethelstan Drive,Marilyn,Francis,49,Head,Married,Female,Fish farm manager,None,Christian
44,Aethelstan Drive,Aaron,Francis,51,Husband,Married,Male,Clothing/textile technologist,None,Christian
44,Aethelstan Drive,Steven,Francis,23,Son,Single,Male,Sports coach,None,Christian
44,Aethelstan Drive,Graeme,Francis,10,Son,NA,Male,Student,None,Christian
45,Aethelstan Drive,Diane,Baxter,38,Head,Divorced,Female,Land,None,Christian
45,Aethelstan Drive,Hollie,Baxter,4,Daughter,NA,Female,Child,None,NA
45,Aethelstan Drive,Anne,Baxter,2,Daughter,NA,Female,Child,None,NA
45,Aethelstan Drive,Gail,Fry,21,Visitor,Single,Female,University Student,None,No Religion
46,Aethelstan Drive,Julie,Bell,73,Head,Widowed,Female,"Retired Engineer, building services",None,No Religion
47,Aethelstan Drive,Gary,Harper,23,Head,Single,Male,Sports development officer,None,Christian
47,Aethelstan Drive,Ronald,Bartlett,24,None,Single,Male,Unemployed,None,Christian
47,Aethelstan Drive,Alexander,Rose,48,None,Single,Male,Network engineer,None,No Religion
47,Aethelstan Drive,Neil,Cooke,64,None,Single,Male,Charity fundraiser,None,Christian
48,Aethelstan Drive,Jeffrey,Jackson,29,Head,Married,Male,"Therapist, horticultural",None,No Religion
48,Aethelstan Drive,Gillian,Jackson,30,Wife,Married,Female,Unemployed,None,No Religion
48,Aethelstan Drive,Eleanor,Jackson,3,Daughter,NA,Female,Child,None,No Religion
48,Aethelstan Drive,Kirsty,Jackson,3,Daughter,NA,Female,Child,None,No Religion
49,Aethelstan Drive,Connor,Reynolds,33,Head,Divorced,Male,Corporate investment banker,None,No Religion
49,Aethelstan Drive,Georgina,Reynolds,46,Cousin,Single,Female,"Surveyor, minerals",None,No Religion
50,Aethelstan Drive,Paige,Farmer,49,Head,Married,Female,Cartographer,None,No Religion
50,Aethelstan Drive,Gerald,Farmer,52,Husband,Married,Male,Broadcast engineer,None,No Religion
50,Aethelstan Drive,Charlene,Farmer,14,Daughter,NA,Female,Student,None,No Religion
50,Aethelstan Drive,Lucy,Farmer,11,Daughter,NA,Female,Student,None,No Religion
51,Aethelstan Drive,Sam,Wilkinson,43,Head,Married,Male,Adult guidance worker,None,No Religion
51,Aethelstan Drive,Josephine,Wilkinson,41,Wife,Married,Female,"Research officer, government",None,No Religion
51,Aethelstan Drive,Yvonne,Hall,12,Daughter,NA,Female,Student,None,No Religion
51,Aethelstan Drive,Gregory,Hall,8,Son,NA,Male,Student,None,No Religion
52,Aethelstan Drive,Francesca,Bentley,45,Head,Married,Female,"Teacher, secondary school",None,Christian
52,Aethelstan Drive,Victor,Bentley,47,Husband,Married,Male,Radiation protection practitioner,None,No Religion
52,Aethelstan Drive,Kathryn,Bentley,4,Daughter,NA,Female,Child,None,Christian
53,Aethelstan Drive,Diane,Johnson,36,Head,Married,Female,Trade mark attorney,None,Christian
53,Aethelstan Drive,James,Johnson,37,Husband,Married,Male,Financial controller,None,Christian
53,Aethelstan Drive,Janet,Johnson,11,Daughter,NA,Female,Student,None,NA
53,Aethelstan Drive,Reece,Johnson,8,Son,NA,Male,Student,None,NA
54,Aethelstan Drive,Louis,Winter,31,Head,Single,Male,Volunteer coordinator,None,Christian
54,Aethelstan Drive,Marion,Chapman,23,Partner,Single,Female,Homeopath,None,Christian
54,Aethelstan Drive,Elaine,Winter,6,Daughter,NA,Female,Student,None,No Religion
55,Aethelstan Drive,Janice,Newton-Barber,34,Head,Married,Female,Sales executive,None,Christian
55,Aethelstan Drive,Callum,Newton-Barber,36,Husband,Married,Male,Learning mentor,None,No Religion
55,Aethelstan Drive,Jason,Newton-Barber,11,Son,NA,Male,Student,None,No Religion
55,Aethelstan Drive,Paul,Newton-Barber,9,Son,NA,Male,Student,None,Christian
56,Aethelstan Drive,Sharon,Johnson,41,Head,Married,Female,Psychiatrist,None,Christian
56,Aethelstan Drive,Stanley,Johnson,49,Husband,Married,Male,Clinical cytogeneticist,None,No Religion
56,Aethelstan Drive,Debra,Johnson,11,Daughter,NA,Female,Student,None,Christian
56,Aethelstan Drive,Elizabeth,Johnson,9,Daughter,NA,Female,Student,None,No Religion
57,Aethelstan Drive,Olivia,Smith,27,Head,Widowed,Female,Unemployed,None,No Religion
57,Aethelstan Drive,Ian,Smith,1,Son,NA,Male,Child,None,NA
1,Pillar Avenue,Barry,Young,29,Head,Widowed,Male,Unemployed,None,Christian
1,Pillar Avenue,Harriet,Young,3,Daughter,NA,Female,Child,None,NA
2,Pillar Avenue,Pauline,Brown,61,Head,Single,Female,Sports coach,None,Christian
3,Pillar Avenue,Vincent,Stewart,65,Head,Divorced,Male,"Civil engineer, consulting",None,Christian
3,Pillar Avenue,Edward,Jones,14,Grandson,NA,Male,Student,None,NA
4,Pillar Avenue,Patricia,Wilson,37,Head,Single,Female,"Pharmacist, community",None,No Religion
4,Pillar Avenue,Sam,Wilson,12,Son,NA,Male,Student,None,NA
5,Pillar Avenue,Mathew,Ali,24,Head,Single,Male,"Therapist, sports",None,Christian
5,Pillar Avenue,Frank,Ross,32,None,Single,Male,Phytotherapist,None,No Religion
6,Pillar Avenue,Carol,Dixon,46,Head,Married,Female,Housing manager/officer,None,No Religion
6,Pillar Avenue,Joseph,Dixon,44,Husband,Married,Male,Legal secretary,None,No Religion
6,Pillar Avenue,Grace,Dixon,18,Daughter,Single,Female,Student,None,No Religion
6,Pillar Avenue,Bradley,Dixon,14,Son,NA,Male,Student,None,No Religion
1,Kielderlink Lane,Denise,Archer,25,Head,Divorced,Female,Unemployed,None,No Religion
1,Kielderlink Lane,Owen,Archer,6,Son,NA,Male,Student,None,NA
1,Kielderlink Lane,Andrew,Archer,2,Son,NA,Male,Child,None,NA
1,Kielderlink Lane,Reece,Woods,49,Lodger,Single,Male,"Clinical scientist, histocompatibility and immunogenetics",None,Christian
1,Kielderlink Lane,Kathleen,Brown,48,Lodger,Single,Female,Chief Technology Officer,None,Christian
2,Kielderlink Lane,Lynne,Booth,50,Head,Married,Female,Learning disability nurse,None,No Religion
2,Kielderlink Lane,Stewart,Booth,54,Husband,Married,Male,Advertising art director,None,No Religion
2,Kielderlink Lane,Jean,Booth,33,Daughter,Single,Female,Land/geomatics surveyor,None,No Religion
2,Kielderlink Lane,Kayleigh,Booth,30,Daughter,Single,Female,Town planner,None,No Religion
2,Kielderlink Lane,Ann,Booth,30,Daughter,Widowed,Female,Systems developer,None,No Religion
3,Kielderlink Lane,Kate,Hall,45,Head,Single,Female,"Education officer, museum",None,Christian
3,Kielderlink Lane,Julie,Hall,22,Daughter,Divorced,Female,University Student,None,Christian
3,Kielderlink Lane,Harriet,Hall,18,Daughter,Single,Female,Student,None,No Religion
3,Kielderlink Lane,Sophie,Hall,18,Daughter,Single,Female,Student,None,Christian
4,Kielderlink Lane,Marian,Simpson,70,Head,Married,Female,"Retired Designer, exhibition/display",None,Christian
4,Kielderlink Lane,Guy,Simpson,67,Husband,Married,Male,Proofreader,None,No Religion
4,Kielderlink Lane,Daniel,Simpson,39,Adopted Son,Single,Male,"Journalist, magazine",None,Christian
4,Kielderlink Lane,Robert,Simpson,37,Son,Divorced,Male,Youth worker,None,Christian
4,Kielderlink Lane,Amanda,Simpson,36,Daughter,Single,Female,Microbiologist,None,Christian
5,Kielderlink Lane,Irene,Ali,76,Head,Divorced,Female,Retired Research scientist (maths),None,Christian
6,Kielderlink Lane,Lucy,Arnold,47,Head,Single,Female,Pharmacologist,None,Christian
6,Kielderlink Lane,Mark,Bishop,49,Partner,Single,Male,Interpreter,None,Christian
6,Kielderlink Lane,Gerard,Arnold,14,Son,NA,Male,Student,None,Christian
7,Kielderlink Lane,Emma,Barrett,23,Head,Divorced,Female,Mental health nurse,None,Christian
7,Kielderlink Lane,Connor,Barrett,5,Son,NA,Male,Student,None,NA
7,Kielderlink Lane,Emma,Barrett,2,Daughter,Single,Female,Child,None,NA
7,Kielderlink Lane,Jasmine,Coles,35,Lodger,Divorced,Female,Hydrogeologist,None,No Religion
8,Kielderlink Lane,Kathleen,Flynn,48,Head,Single,Female,Personnel officer,None,Christian
8,Kielderlink Lane,Jean,Armstrong,60,None,Single,Female,Civil Service fast streamer,None,Christian
8,Kielderlink Lane,Natalie,Turner,19,None,Single,Female,University Student,None,Muslim
8,Kielderlink Lane,Jack,Knight,35,None,Single,Male,Technical sales engineer,None,No Religion
9,Kielderlink Lane,Georgina,Harper,22,Head,Married,Female,University Student,None,No Religion
9,Kielderlink Lane,Scott,Harper,24,Husband,Married,Male,"Clinical scientist, histocompatibility and immunogenetics",None,No Religion
9,Kielderlink Lane,Albert,Ahmed,43,Lodger,Single,Male,Health and safety inspector,None,Christian
10,Kielderlink Lane,Barbara,Hilton,33,Head,Married,Female,"Engineer, water",None,Christian
